id,subject_type,subject_id,event_type,content,confidence,created_step
ME00000830,merchant,M00001296,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,198
ME00000831,customer,C000015436,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,235
ME00000832,merchant,M00002702,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,272
ME00000833,customer,C000017002,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,289
ME00000834,merchant,M00000001,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,393
ME00000835,customer,C000001091,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,430
ME00000836,merchant,M00004922,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,652
ME00000837,merchant,M00002924,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,66
ME00000838,customer,C000013184,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,103
ME00000839,merchant,M00000926,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,224
ME00000840,customer,C000017766,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,261
ME00000841,merchant,M00002332,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,298
ME00000842,customer,C000019332,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,315
ME00000843,merchant,M00000334,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,456
ME00000844,merchant,M00004552,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,678
ME00000845,merchant,M00002554,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,92
ME00000846,customer,C000015514,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,129
ME00000847,merchant,M00000556,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,250
ME00000848,customer,C000000096,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,287
ME00000849,merchant,M00001962,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,324
ME00000850,customer,C000012189,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,704
ME00000851,merchant,M00004885,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,741
ME00000852,merchant,M00002184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,118
ME00000853,customer,C000017844,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,155
ME00000854,merchant,M00000186,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,276
ME00000855,customer,C000002426,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,313
ME00000856,merchant,M00001592,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,350
ME00000857,customer,C000014519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,730
ME00000858,merchant,M00004515,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,23
ME00000859,customer,C000019101,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,144
ME00000860,merchant,M00002517,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,181
ME00000861,customer,C000000290,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,185
ME00000862,merchant,M00000519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,339
ME00000863,merchant,M00001222,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,376
ME00000864,merchant,M00004737,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,561
ME00000865,customer,C000016849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,12
ME00000866,merchant,M00004145,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,49
ME00000867,customer,C000018995,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,86
ME00000868,customer,C000001431,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,170
ME00000869,merchant,M00002147,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,207
ME00000870,customer,C000002620,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,211
ME00000871,merchant,M00000149,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,365
ME00000872,merchant,M00000852,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,402
ME00000873,merchant,M00004367,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,587
ME00000874,customer,C000019179,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,38
ME00000875,merchant,M00003775,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,75
ME00000876,customer,C000001325,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,112
ME00000877,customer,C000003761,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,196
ME00000878,merchant,M00001777,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,233
ME00000879,customer,C000010489,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,428
ME00000880,customer,C000015854,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,613
ME00000881,merchant,M00004700,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,650
ME00000882,merchant,M00002702,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,64
ME00000883,merchant,M00003405,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,101
ME00000884,customer,C000003655,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,138
ME00000885,customer,C000006091,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,222
ME00000886,merchant,M00001407,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,259
ME00000887,customer,C000012819,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,454
ME00000888,customer,C000018184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,639
ME00000889,merchant,M00004330,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,676
ME00000890,customer,C000003578,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,81
ME00000891,merchant,M00002332,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,90
ME00000892,merchant,M00003035,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,127
ME00000893,customer,C000005985,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,164
ME00000894,merchant,M00000334,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,248
ME00000895,merchant,M00001037,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,285
ME00000896,customer,C000000514,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,665
ME00000897,merchant,M00003960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,702
ME00000898,customer,C000005908,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,107
ME00000899,merchant,M00001962,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,116
ME00000900,customer,C000007242,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,153
ME00000901,merchant,M00003368,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,190
ME00000902,merchant,M00000667,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,311
ME00000903,merchant,M00004885,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,533
ME00000904,customer,C000002844,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,691
ME00000905,merchant,M00003590,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,728
ME00000906,merchant,M00001592,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,142
ME00000907,customer,C000009572,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,179
ME00000908,merchant,M00002998,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,216
ME00000909,customer,C000014154,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,337
ME00000910,merchant,M00004515,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,559
ME00000911,merchant,M00002517,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,717
ME00000912,merchant,M00003220,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,10
ME00000913,merchant,M00001222,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,168
ME00000914,customer,C000011902,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,205
ME00000915,merchant,M00002628,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,242
ME00000916,merchant,M00004145,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,585
ME00000917,customer,C000003995,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,622
ME00000918,customer,C000006866,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,721
ME00000919,merchant,M00002147,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,743
ME00000920,merchant,M00002850,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,36
ME00000921,customer,C000011796,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,147
ME00000922,merchant,M00000852,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,194
ME00000923,customer,C000014232,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,231
ME00000924,merchant,M00002258,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,268
ME00000925,merchant,M00003775,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,611
ME00000926,customer,C000006325,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,648
ME00000927,customer,C000009196,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,3
ME00000928,merchant,M00001777,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,25
ME00000929,customer,C000010907,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,62
ME00000930,customer,C000014126,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,173
ME00000931,customer,C000015489,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,220
ME00000932,merchant,M00001185,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,257
ME00000933,merchant,M00001888,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,294
ME00000934,merchant,M00003405,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,637
ME00000935,customer,C000008655,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,674
ME00000936,merchant,M00001407,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,51
ME00000937,customer,C000013237,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,88
ME00000938,merchant,M00004219,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,199
ME00000939,customer,C000017819,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,246
ME00000940,merchant,M00000815,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,283
ME00000941,merchant,M00001518,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,320
ME00000942,merchant,M00003035,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,663
ME00000943,customer,C000010985,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,700
ME00000944,merchant,M00001037,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,77
ME00000945,customer,C000015567,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,114
ME00000946,merchant,M00003849,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,225
ME00000947,merchant,M00000445,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,309
ME00000948,customer,C000002295,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,346
ME00000949,customer,C000007660,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,531
ME00000950,customer,C000010154,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,617
ME00000951,customer,C000012242,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,689
ME00000952,merchant,M00003368,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,726
ME00000953,merchant,M00000667,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,103
ME00000954,customer,C000017897,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,140
ME00000955,merchant,M00003479,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,251
ME00000956,merchant,M00000075,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,335
ME00000957,customer,C000004625,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,372
ME00000958,customer,C000009990,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,557
ME00000959,merchant,M00004996,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,594
ME00000960,customer,C000014572,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,715
ME00000961,merchant,M00002998,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,8
ME00000962,customer,C000019154,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,129
ME00000963,merchant,M00001000,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,166
ME00000964,merchant,M00003109,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,277
ME00000965,customer,C000006955,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,398
ME00000966,customer,C000012320,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,583
ME00000967,merchant,M00004626,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,620
ME00000968,customer,C000016902,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,741
ME00000969,merchant,M00002628,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,34
ME00000970,merchant,M00000630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,192
ME00000971,merchant,M00002739,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,303
ME00000972,customer,C000008995,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,414
ME00000973,customer,C000009285,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,424
ME00000974,customer,C000014650,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,609
ME00000975,merchant,M00004256,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,646
ME00000976,customer,C000019232,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,23
ME00000977,merchant,M00002258,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,60
ME00000978,merchant,M00000260,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,218
ME00000979,merchant,M00002369,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,329
ME00000980,customer,C000011325,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,440
ME00000981,merchant,M00003183,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,635
ME00000982,merchant,M00003886,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,672
ME00000983,merchant,M00001185,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,49
ME00000984,merchant,M00001888,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,86
ME00000985,merchant,M00004700,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,234
ME00000986,customer,C000010436,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,355
ME00000987,customer,C000013655,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,466
ME00000988,merchant,M00004811,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,503
ME00000989,merchant,M00002813,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,661
ME00000990,customer,C000000383,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,698
ME00000991,merchant,M00000815,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,75
ME00000992,merchant,M00001518,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,112
ME00000993,merchant,M00004330,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,260
ME00000994,customer,C000012766,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,381
ME00000995,customer,C000015985,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,492
ME00000996,merchant,M00004441,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,529
ME00000997,merchant,M00002443,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,687
ME00000998,customer,C000002713,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,724
ME00000999,merchant,M00000445,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,101
ME00001000,customer,C000007295,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,138
ME00001001,merchant,M00003960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,286
ME00001002,customer,C000015096,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,407
ME00001003,merchant,M00003368,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,518
ME00001004,merchant,M00004071,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,555
ME00001005,merchant,M00002073,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,713
ME00001006,customer,C000005043,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,6
ME00001007,merchant,M00000075,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,127
ME00001008,customer,C000009625,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,164
ME00001009,merchant,M00003590,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,312
ME00001010,merchant,M00004996,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,386
ME00001011,customer,C000017426,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,433
ME00001012,merchant,M00002998,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,544
ME00001013,merchant,M00003701,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,581
ME00001014,merchant,M00001703,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,739
ME00001015,customer,C000007373,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,32
ME00001016,customer,C000011955,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,190
ME00001017,customer,C000016044,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,331
ME00001018,merchant,M00003220,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,338
ME00001019,merchant,M00004626,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,412
ME00001020,merchant,M00000519,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,459
ME00001021,merchant,M00002628,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,570
ME00001022,customer,C000004048,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,607
ME00001023,customer,C000008630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,21
ME00001024,merchant,M00002036,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,58
ME00001025,customer,C000014285,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,216
ME00001026,merchant,M00002850,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,364
ME00001027,merchant,M00004256,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,438
ME00001028,customer,C000001796,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,475
ME00001029,merchant,M00000149,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,485
ME00001030,merchant,M00002258,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,596
ME00001031,customer,C000006378,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,633
ME00001032,customer,C000010960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,47
ME00001033,merchant,M00001666,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,84
ME00001034,customer,C000000907,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,390
ME00001035,merchant,M00003886,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,464
ME00001036,customer,C000004126,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,501
ME00001037,merchant,M00001888,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,622
ME00001038,customer,C000008708,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,659
ME00001039,customer,C000013290,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,73
ME00001040,merchant,M00001296,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,110
ME00001041,customer,C000017002,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,201
ME00001042,merchant,M00004811,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,295
